warehouse_number,sap_code,oracle_code,condition,description,part_number,tag_number,MANUFATURE_CO,unit_of_measure,category
10,2200003439,0190356817010220,NEW,"Stem , Pn: 3n-16561-38l=831",,,,PC,ZSPR
10,2200003440,0190356817010230,NEW,"Stem , Pn: 3n-16561-38l=837",,,,PC,ZSPR
10,2200003441,0190356817010240,NEW,"Stem , Pn: 3n-16561-38l=904",,,,PC,ZSPR
10,2200003442,0190356817010250,NEW,"Stem , Pn: 3n-1036-38l=887",,,,PC,ZSPR
10,2200003443,0190356817020010,NEW,Stem Packing 965920-26,965920-26,,FOSTER,PC,ZSPR
10,2200003444,0190356817020020,NEW,Piston Rings No:961081-01,C.NO-961084-01,TV-303015/A,FOSTER,PC,ZSPR
10,2200003445,0190356817020030,NEW,Stem Disc/Assembly No:400106-17,C.NO-400106-17,TV-303015/TV-33017,FOSTER,PC,ZSPR
10,2200003446,0190356817020040,NEW,Spray Cylinder 48783 No:48783,C.NO-48783,TV-303015/TV-33017,FOSTER,PC,ZSPR
10,2200003447,0190356818010030,NEW,Spare Parts It For The Valve In Item 1,DRWNGNO-5-3241  1SET=12PCS,,,PC,ZSPR
10,2200003448,0190356818010040,NEW,Spare Parts For Valve,,,,PC,ZSPR
10,2200003449,0190356824010010,NEW,Spiral Gasket C.No:000541 Dim:149/132,"184/167/C.NO00054
D.NO.70
DIAM 184/167",PV-307221B,BOMAFA,PC,ZSPR
10,2200003450,0190356824010020,NEW,Grub Screw M10x55 C.No-05/897 D-No-80,"C.NO-05/897
D-NO-80",PV-307221B,BOMAFA,PC,ZSPR
10,2200003451,0190356824010030,NEW,Cover Gasket 230/200x42 C.No:013224,"C.NO-13224-
D.NO-105.",PV-307221B,BOMAFA,PC,ZSPR
10,2200003452,0190356824010040,NEW,Packing Ring 120/99.6 C.No:010642/010643,"C.NO-120199.6-
DNO-1401141.
DIAM120199.6.",PV-307221B,BOMAFA,PAC,ZSPR
10,2200003453,0190356824010050,NEW,Cover Gasket Dim:140/120x20 C.No:013226,"C.NO-013226.
DNO-150.",PV-307221B,BOMAFA,PC,ZSPR
10,2200003454,0190356824010060,NEW,Packing Ring 70/50x10 C.No:011632/010649,"C.NO-011632/010649
DNO-1901191.",PV-307221B,BOMAFA,PAC,ZSPR
10,2200003455,0190356824010070,NEW,Wiping Ring Dim:58/50x7 C.No:014898,"C.NO-014898.
DNO-205.",PV-307221B,BOMAFA,PC,ZSPR
10,2200003456,0190356824010080,NEW,Spare Parts For Penumatic,,,BOMAFA,PC,ZSPR
10,2200003457,0190356824010090,NEW,Spare Parts For Penumatic Cylinder Pz-A,,,BOMAFA,PC,ZSPR
10,2200003458,0190356824010110,NEW,Control Spindle (4),,,BOMAFA,PC,ZSPR
10,2200003459,0190356824010150,NEW,Base Ring (9),,,BOMAFA,PC,ZSPR
10,2200003460,0190356824010160,NEW,Seat Bush (3),,,BOMAFA,PC,ZSPR
10,2200003461,0190356824010170,NEW,Base Ring (8),,,BOMAFA,PC,ZSPR
10,2200003462,0190356824010180,NEW,Packing (7),,,BOMAFA,PC,ZSPR
10,2200003463,0190356824010190,NEW,Base Ringbase Ring,,,BOMAFA,PC,ZSPR
10,2200003464,0190356824020010,NEW,Spiral Gasket C.No:011976 Dim:119 (2),"C.NO-011976.
DNO-20.",PV-320207B,BOMAFA,PC,ZSPR
10,2200003465,0190356824020020,NEW,Grub Screw M10x40 C.No:051894,"C.NO-051894.
DNO-50.",PV-320207B,BOMAFA,PC,ZSPR
10,2200003466,0190356824020030,NEW,Cover Gasket 170/150x22 C.No:012984 (2),"C.NO-012984.
DNO-110.",PV-320207B,BOMAFA,PC,ZSPR
10,2200003467,0190356824020040,NEW,Packing Ring 180/181 C.No:012987/01 (1),0129871012986,PV-320207B,BOMAFA,PAC,ZSPR
10,2200003366,0190356824020050,NEW,Grub Screw M6x10 C.No:000452,"C.NO-000452.
DNO-290.",PV-320207B,BOMAFA,PC,ZSPR
10,2200003367,0190356824020060,NEW,Control Spindel 022199,,,BOMAFA,PC,ZSPR
10,2200003368,0190356824020070,NEW,Seat Bush 022304,,,BOMAFA,PC,ZSPR
10,2200003369,0190356824030010,NEW,Spiral Gasket C.No:011976 Dim:119 (1),"C.NO-011976
DITEM 20",PV-382208,BOMAFA,PC,ZSPR
10,2200003370,0190356824030020,NEW,Grub Screw M10x40 C.No:051894ditem 50,"C.NO-051894
DITEM 50",PV-382208,BOMAFA,PC,ZSPR
10,2200003371,0190356824030030,NEW,Cover Gasket 170/150x22 C.No:012984 (1),"C.NO-012984
DITEM 110",PV-382208,BOMAFA,PC,ZSPR
10,2200003372,0190356824030040,NEW,Packing Ring 180/181 C.No:012987/01 (2),,PV-382208,BOMAFA,PAC,ZSPR
10,2200003373,0190356824030050,NEW,Grub Screw M6x10 C.No:000452ditem 290,"C.NO-000452
DITEM 290",PV-382208,BOMAFA,PC,ZSPR
10,2200003374,0190356827010010,NEW,Seat 195 No:1979272 Order Data383b001,"KKS-NO-1979272
ORDER DATA383B001",PV-382208,BABCOCK,PC,ZSPR
10,2200003375,0190356827010020,NEW,Cone 195 Kv600 No:2179903 Kks-No-2179403,"KKS-NO-2179403
ORDER DATA383B001",PV-382208,BABCOCK,PC,ZSPR
10,2200062731,0190356827010030,NEW,Stem 20x400 No:1333333,"KKS-NO-1333333
ORDER DATA383B001",PV-382208,BABCOCK,PC,ZSPR
10,2200062732,0190356827010040,NEW,Set Of Packing Rings No: 2073692,KKS-NO2073692,PV-382208,BABCOCK,PAC,ZSPR
10,2200062733,0190356827010050,NEW,Gasket 295/270/1 No: 1883011,KKS-NO1883011,PV-382208,BABCOCK,PC,ZSPR
10,2200003376,0190356827010060,NEW,Diaphragm For Actuator No:0161420 (2),"KKS-NO-0161420
ORDER DATA383B001",PV-382208,BABCOCK,PC,ZSPR
10,2200062734,0190356827020050,NEW,Grooved Gasket 141/179/3 No:2080656,"KKS-NO-2080656
ORDER DATA383B001",PV-383204,BABCOCK,PC,ZSPR
10,2200003377,0190356827020060,NEW,Diaphragm For Actuator No:0161420 (1),"KKS-NO-161420
ORDER DATA383B001",PV-383204,BABCOCK,PC,ZSPR
10,2200003378,0190356827030010,NEW,Repair Set No:R1098x00402 Pvc 383213,KKS/383B001,PCV-383213,BABCOCK,PAC,ZSPR
10,2200003379,0190356827030020,NEW,Repaire Set No*R63egx00022 Pvc383213,"R63EGX0022
KKS 383B001",PCV-383213,BABCOCK,PAC,ZSPR
10,2200003380,0190356827030030,NEW,Repaire Set No*R6352x00012 Pvc383213 Kks,"R6352X00012
KKS ORDER DATA383B001",PCV-383213,BABCOCK,PAC,ZSPR
10,2200003381,0190356827040010,NEW,Repaire Set No:R692x00012 Pvc383221,R692X00012,PCV-383221,BABCOCK,PAC,ZSPR
10,2200003382,0190356830010010,NEW,Seat Module 4ma01gah Tag No:Fv301403 It,TAG NO.4MA01GAH,FV-301403,NELES,PC,ZSPR
10,2200003383,0190356830010020,NEW,Spares Module 5mufgahgg Tag No:Fv301403,,FV-301403,NELES,PAC,ZSPR
10,2200003384,0190356830010110,NEW,Seat 657810 Tag No:Xv301901 It:7,TAG NO.657810,XV-301901,NELES,PC,ZSPR
10,2200003385,0190356830010120,NEW,Bearing 188830 Tag No:Xv301901 It:60.61,TAG NO.188830,XV-301901,NELES,PC,ZSPR
10,2200003386,0190356830010130,NEW,Spring 187220 Tag No:Xv301901 It:62,TAG NO.187220,XV-301901,NELES,PC,ZSPR
10,2200003387,0190356830010140,NEW,Back Seal 232255 Tag No:Xv301901 It:63,TAG NO.232255,XV-301901,NELES,PC,ZSPR
10,2200003388,0190356830010150,NEW,Back-Up Ring 230261 Tag No:Xv301901 It:6,TAG NO.330261,XV-301901,NELES,PC,ZSPR
10,2200003389,0190356830010160,NEW,Body Seal 231310 Tag No:Xv301901 It:65,TAG NO.231310,XV-301901,NELES,PC,ZSPR
10,2200003390,0190356830010170,NEW,Gasket 231311 Tag No:Xv301901 It:66,TAG NO.231311,XV-301901,NELES,PC,ZSPR
10,2200003391,0190356830010180,NEW,Thrust Bearing 176200 Tag No:Xv301901 It,TAG NO.176200,XV-301901,NELES,PC,ZSPR
10,2200003392,0190356830010210,NEW,Seat Ring 1063540 Tag No:Fv303405 It:7,TAG NO.1063540,FV303405,NELES,PC,ZSPR
10,2200003393,0190356830010220,NEW,Body Seal 232580 Tag No:Fv303405 It:65,TAG NO.232580,FV303405,NELES,PC,ZSPR
10,2200003394,0190356830010230,NEW,Gland Packing 234412 Tag No:Fv303405,TAG NO.234412,FV303405,NELES,PC,ZSPR
10,2200003395,0190356830010310,NEW,Seat Module 4ma02gat Tag No:Xv303918 It,TAG NO.4MA02GAT,XV-303918,NELES,PC,ZSPR
10,2200003396,0190356830010320,NEW,Spares Module 5ma02dgatgg Tag No:Xv30391,TAG NO.5MA02DGATGC,XV-303918,NELES,PAC,ZSPR
10,2200003397,0190356830010410,NEW,Seat Module 4ma01gat Tag No:Xv303920.308,TAG NO.4MA01CATTAG,XV-303918/XV-308901,NELES,PC,ZSPR
10,2200003398,0190356830010420,NEW,Spares Module 5ma01dgatgg Tag No:Xv30392,TAG NO.5MA01DGATGG,XV-303918/XV-308901,NELES,PAC,ZSPR
10,2200003399,0190356830010510,NEW,Seat Module 4ma03gat Tag No:Xv308903 It,TAG NO.4MA03GAT,XV-308903,NELES,PC,ZSPR
10,2200003400,0190356830010520,NEW,Spares Module 5ma03dgatgg Tag No:Xv30890,TAG NO.5MA03DGAGG,XV-308901,NELES,PAC,ZSPR
10,2200003401,0190356830010610,NEW,Spares 250511 B1j8 It:16-19.22-24 Metso,B1J8250511,,NELES,PAC,ZSPR
10,2200003402,0190356830010710,NEW,Spares 250513 B1j10 It:16-19.22-24 Mtso,250513B1J10,,NELES,PAC,ZSPR
10,2200003403,0190356830010810,NEW,Spares Set 250523 B1j32 It:16-24 (1),250523B1J32,,NELES,PAC,ZSPR
10,2200003404,0190356830010910,NEW,Spares Set 251921 Ne7265,25192/NE7265/XY,,NELES,PAC,ZSPR
10,2200003405,0190356830011010,NEW,Mag.Valve Type:55b-14ra,TYPE.55B-14RA,,,PC,ZSPR
10,2200003406,0190356830011020,NEW,Mag.Valve Type:56c-56ra,TYPE.56C-56RA,,,PC,ZSPR
10,2200003407,0190356830011030,NEW,Mag.Valve Type:57c-55ra,TYPE.57C-55RA,,,PC,ZSPR
10,2200003408,0190356830011040,NEW,Mag.Valve Type:56c-57ra,TYPE.56C-57RA,,,PC,ZSPR
10,2200003409,0190356830011050,NEW,Mag.Valve Type:58c-56ra,TYPE.58C-56RA,,,PC,ZSPR
10,2200003410,0190356830011060,NEW,Mag.Valve Type:57c-53ra,TYPE.57C-53RA,,,PC,ZSPR
10,2200003411,0190356830011070,NEW,Mag.Valve Type:56c-53ra,TYPE.56C-53RA,,,PC,ZSPR
10,2200003412,0190356830011080,NEW,Mag.Valve Type:58c-54ra,TYPE.58C-54RA,,,PC,ZSPR
10,2200003413,0190356830011090,NEW,3-2 Way Air Operated Valve Mac 58b-51,,,,PC,ZSPR
10,2200003414,0190356830011100,NEW,3-2 Way Air Operated Valve Mac 57b-51,,,,PC,ZSPR
10,2200003415,0190356830011110,NEW,3-2 Way Air Operated Valve Mac 57b-52,,,,PC,ZSPR
10,2200003416,0190356830011120,NEW,3-2 Way Air Operated Valve Mac 58b-81,,,,PC,ZSPR
10,2200003315,0190356830011130,NEW,3-2 Way Air Operated Valve Mac 55b-13ra,,,,PC,ZSPR
10,2200003316,0190356830011150,NEW,3-2 Way Air Operated Valve Mac 58d-56ra,,,,PC,ZSPR
10,2200003317,0190356830011160,NEW,2-2 Way Air Operated Valve Mac 56c-52ra,,,,PC,ZSPR
10,2200003318,0190356830011180,NEW,Nc/ Valve Mac -57c-54-Ra Port Size/ G1/2,,,,PC,ZSPR
10,2200003319,0190356830011190,NEW,Mac Qwick Exhanst 57c-54 Ra.Nc,,,,PC,ZSPR
10,2200065644,0190356830011200,NEW,S Rem. Pilot_NC (3/2) Parker N354 61091,,,,PC,ZSPR
10,2200065645,0190356830011210,NEW,Single Remote Pilot Parker N350 45 006,,,,PC,ZSPR
10,2200065646,0190356830011220,NEW,Quick Exhaust Valve Parker AQSOOO-N04,,,,PC,ZSPR
10,2200065647,0190356830011230,NEW,Volume Booster YT-310N3 ALU,,,,PC,ZSPR
10,2200065648,0190356830011240,NEW,Snap Acting Relay YT-520S21,,,,PC,ZSPR
10,2200065650,0190356830011250,NEW,Quick Exhaust Valve Mac 57D-52-RA,,,,PC,ZSPR
10,2200003320,0190356830020010,NEW,Seat Ring 743800 Tag N:Hv301601 Pv301203,TAGNO.743800,HV-301601/PV-301203,UHDE NELES,PC,ZSPR
10,2200003321,0190356830020020,NEW,Gasket 174190 Tag N:Hv301601 Metso,TAGNO.174190,HV-301601/PV-301203/HV-302601/PV-323203/FV-303421/PV-329202/PV-329207B/LV-389501,NELES,PC,ZSPR
10,2200003322,0190356830020030,NEW,Body Seal 231808 Tag N:Hv301601 Pv301203,TAGNO.231808,HV-301601/PV-301203,NELES,PC,ZSPR
10,2200003323,0190356830020040,NEW,Gland Packing 2905 Tag N:Hv301601 Pv3012,TAGNO.2905,HV-301601/PV-301203/HV-302601/PV-323203,NELES,PC,ZSPR
10,2200003324,0190356830020050,NEW,Seat Ring 743760 Tag N: Pv301213,TAGNO.743760,PV-301213,NELES,PC,ZSPR
10,2200003325,0190356830020060,NEW,Gasket 132570 Tag N: Pv301213,TAGNO.132570,PV-301213,NELES,PC,ZSPR
10,2200003326,0190356830020070,NEW,Body Seal 231079 Tag N: Pv301213,TAGNO.231079,PV-301213,NELES,PC,ZSPR
10,2200003327,0190356830020080,NEW,Gland Packing 2904 Tag N: Pv301213,TAGNO.2904,PV-301213,NELES,PC,ZSPR
10,2200003328,0190356830020090,NEW,Seat Ring 743820 Tag N:Hv302601 Pv323203,TAGNO.743820,HV-302601/PV-323203,NELES,PC,ZSPR
10,2200003329,0190356830020100,NEW,Body Seal 230931 Tag N:Hv302601 Metso,TAGNO.230931,HV-302601/PV-323203,NELES,PC,ZSPR
10,2200003330,0190356830020110,NEW,Seat Ring 743840 Metso,TAGNO.743840,FV-303421/PV-329202/PV-329207B/LV-389501,NELES,PC,ZSPR
10,2200003331,0190356830020120,NEW,Body Seal 4497 Tag N:Fv303421 Metso,TAGNO.4497,PV-329202/PV-329207B/LV-389501,NELES,PC,ZSPR
10,2200003332,0190356830020130,NEW,Gland Packing 2832 Tag N:Fv303421 Pv3292,TAGNO.2832,PV-329202/PV-329207B/LV-389501/FV-303421,NELES,PC,ZSPR
10,2200003333,0190356830020140,NEW,Seat Ring 743880 Tag N:Xv304901,TAGNO.743880,XV-304901,NELES,PC,ZSPR
10,2200003334,0190356830020150,NEW,Gasket 236157 Tag N:Xv304901,TAGNO.236157,XV-304901,NELES,PC,ZSPR
10,2200003335,0190356830020160,NEW,Body Seal 236158 Tag N:Xv304901,TAGNO.236158,XV-304901,NELES,PC,ZSPR
10,2200003336,0190356830020170,NEW,Gland Packing 50231381 Tag N:Xv304901,TAGNO.50231381,XV-304901,NELES,PC,ZSPR
10,2200003337,0190356830020180,NEW,Seat Ring 743860 Tag N:Xv304902,TAGNO.743860,XV-304901,NELES,PC,ZSPR
10,2200003338,0190356830020190,NEW,Gasket 231002 Tag N:Xv304902,TAGNO.231002,XV-304901,NELES,PC,ZSPR
10,2200003339,0190356830020200,NEW,Body Seal 4499 Tag N:Xv304902,TAGNO.4499,XV-304901,NELES,PC,ZSPR
10,2200003340,0190356830020210,NEW,Gland Packing 333195 Metso,TAGNO.233195,XV-304901,NELES,PC,ZSPR
10,2200003341,0190356830020220,NEW,Gasket 174190 Tag N:Lv305507a,TAGNO.174190,LV-305507A,NELES,PC,ZSPR
10,2200003342,0190356830020230,NEW,Gland Packing 2905 Tag N:Lv305507a,TAGNO.2905,LV-305507A,NELES,PC,ZSPR
10,2200003343,0190356830020240,NEW,Seat Ring 743960 Tag N:Lv305515,TAGNO.743960,LV-305515,NELES,PC,ZSPR
10,2200003344,0190356830020250,NEW,Gasket 648610 Tag N:Lv305515,TAGNO.648610,LV-305515,NELES,PC,ZSPR
10,2200003345,0190356830020260,NEW,Body Seal 230002 Tag N:Lv305515,TAGNO.230002,LV-305515,NELES,PC,ZSPR
10,2200003346,0190356830020270,NEW,Gland Packing 2835 Tag N:Lv305515,TAGNO.2835,LV-305515,NELES,PC,ZSPR
10,2200003347,0190356830020280,NEW,Seat Ring 743820 Tag N:Lv382501 Pv305236,TAGNO.743820,PV-305236A/LV-382501,NELES,PC,ZSPR
10,2200003348,0190356830020290,NEW,Gasket 174180 Tag N:Lv382501 Pv305236a,TAGNO.174180,PV-305236A/LV-382501,NELES,PC,ZSPR
10,2200003349,0190356830020300,NEW,Body Seal 4496 Tag N:Lv382501 Pv305236a,TAGNO.4496,PV-305236A/LV-382501,NELES,PC,ZSPR
10,2200003350,0190356830020310,NEW,Gland Packing 2905 Tag N:Lv382501 Pv3053,TAGNO.2905,PV-305236A/LV-382501,NELES,PC,ZSPR
10,2200003351,0190356830020320,NEW,Seat Ring 743880 Tag N:Pv305236b,TAGNO.743880,PV-305236B,NELES,PC,ZSPR
10,2200003352,0190356830020330,NEW,Gasket 647040 Tag N:Pv305236b,TAGNO.647040,PV-305236B,NELES,PC,ZSPR
10,2200003353,0190356830020340,NEW,Body Seal 230000 Tag N:Pv305236b,TAGNO.230000,PV-305236B,NELES,PC,ZSPR
10,2200003354,0190356830020350,NEW,Gland Packing 2833 Tag N:Pv305236b,TAGNO.2833,PV-305236B,NELES,PC,ZSPR
10,2200003355,0190356830020360,NEW,Seat Ring 743880 Tag N:Xv305901,TAGNO.743880,XV-305901,NELES,PC,ZSPR
10,2200003356,0190356830020370,NEW,Gasket 236157 Tag N:Xv305901,TAGNO.236157,XV-305901,NELES,PC,ZSPR
10,2200003357,0190356830020380,NEW,Body Seal 236158 Tag N:Xv305901,TAGNO.236158,XV-305901,NELES,PC,ZSPR
10,2200003358,0190356830020390,NEW,Gland Packing 50232004 Tag N:Xv305901,TAGNO.50232004,XV-305901,NELES,PC,ZSPR
10,2200003359,0190356830020400,NEW,Seat Ring 743920 Tag N:Pv305904,TAGNO.743920,PV-305904,NELES,PC,ZSPR
10,2200003360,0190356830020410,NEW,Gasket 639810 Tag N:Pv305904,TAGNO.639810,PV-305904,NELES,PC,ZSPR
10,2200003361,0190356830020420,NEW,Body Seal 235983 Tag N:Pv305904,TAGNO.235983,PV-305904,NELES,PC,ZSPR
10,2200003362,0190356830020430,NEW,Gland Packing 230878 Metso,TAGNO.230878,PV-305904,NELES,PC,ZSPR
10,2200003363,0190356830020440,NEW,Seat Ring 743880 Tag N:Xv306901,TAGNO.743880,XV-306901,NELES,PC,ZSPR
10,2200003364,0190356830020450,NEW,Gasket 236157 Tag N:Xv306901,TAGNO.236157,XV-306901,NELES,PC,ZSPR
10,2200003365,0190356830020460,NEW,Body Seal 236158 Tag N:Xv306901,TAGNO.236158,XV-306901,NELES,PC,ZSPR
10,2200003264,0190356830020470,NEW,Gland Packing 4007 Tag N:Xv306901,TAGNO.4007,XV-306901,NELES,PC,ZSPR
10,2200003265,0190356830020480,NEW,Gasket 234267 Tag N:Hv308603 Hv308611,TAGNO.234267,HV-308603/HV-308611,NELES,PC,ZSPR
10,2200003266,0190356830020490,NEW,Gland Packing 232979 Metso,TAGNO.232979,HV-308603/HV-308611,NELES,PC,ZSPR
10,2200003267,0190356830020500,NEW,Gasket 234267 Tag N:Hv308604 Hv308605,TAGNO.234267,HV-308604/HV-308605,NELES,PC,ZSPR
10,2200003268,0190356830020510,NEW,Gland Packing 236134 Metso,TAGNO.236134,HV-308604/HV-308605,NELES,PC,ZSPR
10,2200003269,0190356830020520,NEW,Gasket 236224 Tag N:Hv308606,TAGNO.236224,HV-308606,NELES,PC,ZSPR
10,2200003270,0190356830020530,NEW,Gland Packing 236236 Metso,TAGNO.236236,HV-308606,NELES,PC,ZSPR
10,2200003271,0190356830020540,NEW,Seat Ring 743820 Tag N:Hv308607,TAGNO.743820,HV-308607,NELES,PC,ZSPR
10,2200003272,0190356830020550,NEW,Gasket 647040 Tag N:Hv308607,TAGNO.647040,HV-308607,NELES,PC,ZSPR
10,2200003273,0190356830020560,NEW,Body Seal 4496 Tag N:Hv308607,TAGNO.4496,HV-308607,NELES,PC,ZSPR
10,2200003274,0190356830020570,NEW,Gland Packing 50231348 Tag N:Hv308607,TAGNO.50231348,HV-308607,NELES,PC,ZSPR
10,2200003275,0190356830020580,NEW,Seat Ring 743860 Tag N:Pv309218 Pv323202,TAGNO.743860,PV-309218/PV-323202/PV-329203/LV-388501/LV-389508/LV-392505/FV-329401,NELES,PC,ZSPR
10,2200003276,0190356830020590,NEW,Gasket 174200 Tag N:Pv309218 Pv323202b,TAGNO.174200,PV-309218/PV-323202/PV-329203/LV-388501/LV-389508/LV-392505/FV-329401,NELES,PC,ZSPR
10,2200003277,0190356830020600,NEW,Body Seal 4498 N 323202b.32 Metso,TAGNO.4498,PV-309218/PV-329203/PV-323202B/FV-329401/LV-389508/LV-392505/LV-388501,NELES,PC,ZSPR
10,2200003278,0190356830020610,NEW,Gland Packing 4048 Tag N:Pv309218.323202,TAGNO.4048,PV-309218/PV-329202B/PV-329203/FV-329401/LV-388501/LV-389501/LV-392505,NELES,PC,ZSPR
10,2200003279,0190356830020620,NEW,Seat Ring 743760 Tag N:Hv320601,TAGNO.743760,HV-320601,NELES,PC,ZSPR
10,2200003280,0190356830020630,NEW,Gasket 132570 Tag N:Hv320601,TAGNO.132570,HV-320601,NELES,PC,ZSPR
10,2200003281,0190356830020640,NEW,Body Seal 231079 Tag N:Hv320601,TAGNO.231079,HV-320601,NELES,PC,ZSPR
10,2200003282,0190356830020650,NEW,Gland Packing 2904 Tag N:Hv320601,TAGNO.2904,HV-320601,NELES,PC,ZSPR
10,2200003283,0190356830020660,NEW,Seat Ring 743920 Metso,TAGNO.743920,HV-323605,NELES,PC,ZSPR
10,2200003284,0190356830020670,NEW,Gasket 606260 Tag N:Hv323605,TAGNO.606260,HV-323605,NELES,PC,ZSPR
10,2200003285,0190356830020680,NEW,Body Seal 230001 Tag N:Hv323605,TAGNO.230001,HV-323605,NELES,PC,ZSPR
10,2200003286,0190356830020690,NEW,Gland Packing 3859 Tag N:Hv323605,TAGNO.3859,HV-323605,NELES,PC,ZSPR
10,2200003287,0190356830020700,NEW,Seat Ring 743880 Tag N:Pv323202a.Pv32820,TAGNO.743880,PV-323202A/PV-328202A,NELES,PC,ZSPR
10,2200003288,0190356830020710,NEW,Gasket 647040 Tag N:Pv323202a Metso,TAGNO.677040,PV-323202A/PV-328202A,NELES,PC,ZSPR
10,2200003289,0190356830020720,NEW,Body Seal 230000 Tag N:Pv323202a Metso,TAGNO.230000,PV-323202A/PV-328202A,NELES,PC,ZSPR
10,2200003290,0190356830020730,NEW,Gland Packing 2833 Metso,TAGNO.2833,PV-323202A/PV-328202A,NELES,PC,ZSPR
10,2200003291,0190356830020740,NEW,Seat Ring 743820 Tag N:Fv329409,TAGNO.743820,FV-329409,NELES,PC,ZSPR
10,2200003292,0190356830020750,NEW,Gasket 174190 Tag N:Fv329409 Metso,TAGNO.174190,FV-329409,NELES,PC,ZSPR
10,2200003293,0190356830020760,NEW,Body Seal 231317 Tag N:Fv329409 Metso,TAGNO.231317,FV-329409,NELES,PC,ZSPR
10,2200003294,0190356830020770,NEW,Gland Packing 2832 Tag N:Fv329409,TAGNO.2832,FV-329409,NELES,PC,ZSPR
10,2200003295,0190356830020780,NEW,Seat Ring 743860 Tag N:Pv329204,TAGNO.74386,PV-329204,NELES,PC,ZSPR
10,2200003296,0190356830020790,NEW,Gasket 174200 Tag N:Pv329204 Metso,TAGNO.174200,PV-329204,NELES,PC,ZSPR
10,2200003297,0190356830020800,NEW,Body Seal 4498 Tag N:Pv329204 Metso,TAGNO.4498,PV-329204,NELES,PC,ZSPR
10,2200003298,0190356830020810,NEW,Gland Packing 4052 Metso,TAGNO.4052,PV-329204,NELES,PC,ZSPR
10,2200003299,0190356830020820,NEW,Seat Ring 743880 Tag N:Pv329207a,TAGNO.743880,PV-329207A,NELES,PC,ZSPR
10,2200003300,0190356830020830,NEW,Gasket 674040 Tag N:Pv329207a,TAGNO.674040,PV-329207A,NELES,PC,ZSPR
10,2200003301,0190356830020840,NEW,Body Seal 230000 Tag N:Pv329207a,TAGNO.230000,PV-329207A,NELES,PC,ZSPR
10,2200003302,0190356830020850,NEW,Gland Packing 2833 Tag N:Pv329207a,TAGNO.2833,PV-329207A,NELES,PC,ZSPR
10,2200003303,0190356830020860,NEW,Seat Ring 743860 Tag N:Pv329208,TAGNO.743860,PV-329208,NELES,PC,ZSPR
10,2200003304,0190356830020870,NEW,Gasket 174200 Tag N:Pv329208,TAGNO.174200,PV-329208,NELES,PC,ZSPR
10,2200003305,0190356830020880,NEW,Body Seal 4498 Tag N:Pv329208,TAGNO.4498,PV-329208,NELES,PC,ZSPR
10,2200003306,0190356830020890,NEW,Gland Packing 4048 Tag N:Pv329208,TAGNO.4048,PV-329208,NELES,PC,ZSPR
10,2200003307,0190356830020900,NEW,Seat Ring 743840 Tag N:Tv329005,TAGNO.748840,TV-329005,NELES,PC,ZSPR
10,2200003308,0190356830020910,NEW,Gasket 674040 Tag N:Tv329005,TAGNO.674040,TV-329005,NELES,PC,ZSPR
10,2200003309,0190356830020920,NEW,Body Seal 2313118 Tag N:Tv329005,TAGNO.2313118,TV-329005,NELES,PC,ZSPR
10,2200003310,0190356830020930,NEW,Gland Packing 2833 Tag N:Tv329005,TAGNO.2833,TV-329005,NELES,PC,ZSPR
10,2200003311,0190356830020940,NEW,Seat Ring 743820 Tag N:Pv382202,TAGNO.743830,PV-382202,NELES,PC,ZSPR
10,2200003312,0190356830020950,NEW,Gasket 174180 Tag N:Pv382202,TAGNO.174180,PV-382202,NELES,PC,ZSPR
10,2200003313,0190356830020960,NEW,Body Seal 449608 Tag N:Pv382202,TAGNO.4496,PV-382202,NELES,PC,ZSPR
10,2200003314,0190356830020970,NEW,Gland Packing 4033 Tag N:Pv382202,TAGNO.4033,PV-382202,NELES,PC,ZSPR
10,2200003213,0190356830020980,NEW,Spares Set Rkw369ae Tag No:Xv303916,TAGNO.RKW369AE,XV-303916,NELES,PAC,ZSPR
10,2200003214,0190356830020990,NEW,Spares Set Rkw405tt Tag No:Xv321901,TAGNO.RKW405TT,XV-321901,NELES,PC,ZSPR
10,2200003215,0190356830021000,NEW,Spares Set Rkw478as Tag No:Hv381602,TAGNO.RKW478AS,HV-381602,NELES,PAC,ZSPR
10,2200003216,0190356830021010,NEW,Spares Set Rkw As Tag No:Xv381901,TAGNO.PKW486AS,XV-381901,NELES,PAC,ZSPR
10,2200003217,0190356830021020,NEW,Spares Set Rkw As Tag No:Xv381902,TAGNO.PKW      AS,XV-381902,NELES,PAC,ZSPR
10,2200003218,0190356830021030,NEW,Spares Set Rkw355tt Tag No:Xv382901,TAGNO.RKW355TT,XV-382901,NELES,PAC,ZSPR
10,2200003219,0190356830021040,NEW,Spares Set Rkw357tt Tag No:Xv382902,TAGNO.RKW57TT,XV-382902,NELES,PAC,ZSPR
10,2200003220,0190356830021050,NEW,Spares Set 250511 B1j8 B1jka8 It:16-19.2,250511,"B1J8,B1JKAB",NELES,PAC,ZSPR
10,2200003221,0190356830021060,NEW,"Spares Set 250513 B1j10,B1jr10,B1jka10",250513,"B1J10
B1JR10
B1JKA10",NELES,PAC,ZSPR
10,2200003222,0190356830021070,NEW,"Spares Set 250515 B1j12,B1jr12,B1jka12,B",250515,"B1J12
B1JR12
B1JKA12
B1JKAR12",NELES,PAC,ZSPR
